INTERACTION_TYPE,INTERACTION_CATEGORY,VENUE,CREATE_DATE,INTERACTION_VENUE,RESIDENCY_PROGRAM,INITIATIVE,PRODUCT_NAME,PRODUCT__GROUP,DPO_COMPOUND,Customer Type,INITIATIVE__CATEGORY,MSL_ID,MSL,CALL_ID,THERAPY_NAME,CUSTOMER_TYPE,NAME,TOTAL_CLINICAL_PROGRAM_ATTENDEES,IS_PARENT__C,CLINICAL_INTERACTION_DETAIL_ID,INITIATIVES,INTERACTION_NAME,BIFURCATION
Video Conferencing,In-Person,Other,01-05-2023,Clinical Program Proactive,FALSE,Initiative 2,Product 1,Product Group 3,Compound 3,Others,FAS BTX Differentiations,5.86E+46,Daniella,2042ddded2b84c54a5,THERAPY 3,NON-KOL,WCT-410800,20,TRUE,e99FT224562,Initiative 8,IJ975489,MED
Telephone,Call,Proactive,06-02-2024,Clinical Program Reactive,TRUE,Initiative 2,Product 2,Product Group 2,Compound 3,KOL,Best Clinical Practices,0EF11760,Glen,a0c2231d655f4a7391,THERAPY 1,NON-KOL,WCT-410565,11,TRUE,e99FT444091,Initiative 2,IJ901749,MED
Digital,Online,Proactive,14-10-2023,Off-Site,TRUE,Initiative 2,Product 3,Product Group 2,Compound 1,Others,Study Support,96BF0318,Merry,2f8e6364467d4191af,THERAPY 3,Non KOL,WCT-410762,20,FALSE,e99FT909929,Initiative 8,IJ189040,COMM
Face to Face,Online,Reactive,29-06-2023,Clinical Program Reactive,TRUE,Initiative 10,Product 2,Product Group 1,Compound 3,Others,Study Support,15B8B5DF,Glen,3fe0d75219364d0384,THERAPY 3,Non KOL,WCT-410200,2,TRUE,e99FT964590,Initiative 12,IJ352235,COMM
Face to Face,Online,Reactive,23-01-2024,Off-Site,FALSE,Initiative 10,Product 3,Product Group 3,Compound 4,KOL,Portfolio Management,818394,Jorge,81a20bbbc9ca41c79d,THERAPY 2,Non KOL,WCT-410164,18,TRUE,e99FT650709,Initiative 8,IJ382267,COMM
Face to Face,Online,Other,12-04-2024,Clinical Program Reactive,TRUE,Initiative 6,Product 2,Product Group 2,Compound 2,KOL,Study Support,F00EB1A0,Harry,0632d272679b4910bb,THERAPY 3,NON-KOL,WCT-410368,19,TRUE,e99FT731026,Initiative 5,IJ446898,MED
Video Conferencing,In-Person,Proactive,05-11-2023,Off-Site,TRUE,Initiative 6,Product 1,Product Group 3,Compound 1,Others,FAS BTX Differentiations,94AD1794,Merry,1a2a52ab31d04393a7,THERAPY 1,NON-KOL,WCT-410162,6,FALSE,e99FT633481,Initiative 9,IJ534362,COMM
Digital,In-Person,Reactive,21-07-2023,Off-Site,FALSE,Initiative 3,Product 3,Product Group 1,Compound 3,Others,Study Support,A6E499E9,Harry,102e5c9db37c4feea0,THERAPY 2,KOL,WCT-410241,7,FALSE,e99FT206354,Initiative 12,IJ281214,MED
Video Conferencing,Online,Other,29-03-2024,Clinical Program Reactive,FALSE,Initiative 2,Product 2,Product Group 2,Compound 3,Others,Study Support,B74C8F56,Merry,07f7f2f30bb3466cab,THERAPY 2,NON-KOL,WCT-410542,22,TRUE,e99FT660848,Initiative 3,IJ159585,COMM
Digital,Online,Other,22-08-2023,Clinical Program Reactive,FALSE,Initiative 9,Product 3,Product Group 2,Compound 1,Others,Elite Launch Support,55FD74D6,Edward,6229d57b191840f1b0,THERAPY 2,Non KOL,WCT-410219,24,TRUE,e99FT631862,Initiative 3,IJ266218,COMM
Face to Face,Online,Proactive,13-10-2023,Clinical Program Reactive,TRUE,Initiative 3,Product 3,Product Group 2,Compound 3,KOL,FAS BTX Differentiations,AC937961,Edward,0fb5d633544046d892,THERAPY 3,Non KOL,WCT-410334,7,FALSE,e99FT731488,Initiative 3,IJ161862,COMM
Video Conferencing,Call,Other,11-01-2025,Off-Site,FALSE,Initiative 12,Product 1,Product Group 2,Compound 1,KOL,Elite Launch Support,C869E11D,Kevin,0fc7d1b2db47471e89,THERAPY 2,Non KOL,WCT-410989,24,TRUE,e99FT902374,Initiative 2,IJ449536,MED
Telephone,In-Person,Proactive,11-08-2023,Off-Site,TRUE,Initiative 7,Product 2,Product Group 2,Compound 2,Others,Elite Launch Support,A4428537,Chris,5588cfa1248a41858a,THERAPY 1,KOL,WCT-410813,0,TRUE,e99FT473131,Initiative 10,IJ613220,COMM
Digital,Call,Reactive,05-10-2023,Clinical Program Reactive,TRUE,Initiative 5,Product 3,Product Group 1,Compound 5,Others,Elite Launch Support,DF13C0A7,Paul,14e4f7d7f546408786,THERAPY 1,Non KOL,WCT-410582,2,TRUE,e99FT467305,Initiative 3,IJ493150,COMM
Face to Face,Call,Proactive,26-11-2024,Clinical Program Reactive,TRUE,Initiative 1,Product 1,Product Group 1,Compound 4,Others,Best Clinical Practices,3333934E,Gloria,9aeccf797af8416281,THERAPY 1,NON-KOL,WCT-410389,25,TRUE,e99FT976669,Initiative 7,IJ123282,COMM
Telephone,Mail,Reactive,05-06-2023,Clinical Program Proactive,TRUE,Initiative 4,Product 1,Product Group 1,Compound 1,Others,Study Support,81D57A8A,Robin,38087a7f2578459eb3,THERAPY 2,KOL,WCT-410240,21,TRUE,e99FT741454,Initiative 12,IJ544782,MED
Digital,Mail,Other,26-06-2024,Clinical Program Reactive,TRUE,Initiative 8,Product 1,Product Group 3,Compound 5,Others,Elite Launch Support,DA1F0674,Harry,0bdcfcc55ab04a80bf,THERAPY 2,NON-KOL,WCT-410256,11,TRUE,e99FT408562,Initiative 8,IJ742102,MED
Face to Face,In-Person,Proactive,27-06-2024,Off-Site,TRUE,Initiative 12,Product 2,Product Group 2,Compound 2,KOL,FAS BTX Differentiations,0DB0B50E,Merry,4830924cf116451ab4,THERAPY 2,KOL,WCT-410792,7,TRUE,e99FT486654,Initiative 4,IJ395705,COMM
Video Conferencing,Mail,Reactive,02-01-2025,Practice-Site,FALSE,Initiative 4,Product 2,Product Group 3,Compound 5,KOL,Elite Launch Support,A9DF3FBA,Bella,d346ca64a23948b3bd,THERAPY 1,NON-KOL,WCT-410697,14,TRUE,e99FT328306,Initiative 6,IJ786984,MED
Video Conferencing,In-Person,Reactive,12-06-2024,Clinical Program Reactive,FALSE,Initiative 10,Product 3,Product Group 3,Compound 5,KOL,Study Support,84EF4BC2,Collin,faec57317c084c29a2,THERAPY 2,KOL,WCT-410417,7,FALSE,e99FT743549,Initiative 1,IJ755200,MED
Video Conferencing,Call,Reactive,16-07-2023,Clinical Program Reactive,TRUE,Initiative 12,Product 1,Product Group 3,Compound 2,Others,Study Support,EA77DA56,Meilena,cab5403ce1344b3a95,THERAPY 3,Non KOL,WCT-410733,9,TRUE,e99FT390560,Initiative 1,IJ654450,COMM
Video Conferencing,Call,Other,14-12-2024,Clinical Program Proactive,TRUE,Initiative 5,Product 2,Product Group 3,Compound 2,KOL,Best Clinical Practices,DA138C43,Meilena,325a4fc3842d4b7f8f,THERAPY 2,NON-KOL,WCT-410952,10,TRUE,e99FT478338,Initiative 3,IJ720440,COMM
Digital,In-Person,Reactive,26-12-2024,Clinical Program Proactive,TRUE,Initiative 1,Product 1,Product Group 3,Compound 2,Others,Study Support,93995563,Edward,2b0b70a3554a44d499,THERAPY 1,NON-KOL,WCT-410011,3,FALSE,e99FT234407,Initiative 12,IJ703051,MED
Video Conferencing,Call,Other,04-12-2023,Clinical Program Proactive,FALSE,Initiative 6,Product 1,Product Group 1,Compound 2,Others,Elite Launch Support,63BA55DC,Edward,2f6f33a1936d46319e,THERAPY 1,NON-KOL,WCT-410804,17,TRUE,e99FT543409,Initiative 9,IJ592382,COMM
Face to Face,Call,Reactive,12-12-2023,Practice-Site,TRUE,Initiative 8,Product 2,Product Group 1,Compound 1,KOL,FAS BTX Differentiations,F965DDA9,Morgan,b31cee8b9b8745b1b8,THERAPY 1,KOL,WCT-410377,15,TRUE,e99FT518527,Initiative 2,IJ830481,COMM
Telephone,Mail,Other,25-11-2023,Practice-Site,TRUE,Initiative 12,Product 1,Product Group 2,Compound 3,Others,FAS BTX Differentiations,97CD3EA9,Kren,7dfebcdee7a9485989,THERAPY 1,Non KOL,WCT-410247,21,TRUE,e99FT667932,Initiative 6,IJ313166,MED
Video Conferencing,Mail,Other,13-01-2025,Clinical Program Proactive,TRUE,Initiative 9,Product 3,Product Group 1,Compound 3,Others,Elite Launch Support,11C68FC2,Chris,7e52686b864349d684,THERAPY 2,Non KOL,WCT-410545,24,FALSE,e99FT851805,Initiative 1,IJ622911,COMM
Face to Face,Mail,Reactive,01-11-2024,Clinical Program Reactive,TRUE,Initiative 9,Product 1,Product Group 2,Compound 3,KOL,FAS BTX Differentiations,2FC03D82,Glen,7f5a8d6fe0f04100b0,THERAPY 1,NON-KOL,WCT-410108,23,TRUE,e99FT622642,Initiative 5,IJ612425,MED
Video Conferencing,Online,Proactive,16-09-2024,Practice-Site,TRUE,Initiative 11,Product 3,Product Group 1,Compound 3,KOL,Elite Launch Support,3.75E+69,Edward,a9c3150c03b649d19d,THERAPY 3,KOL,WCT-410265,21,TRUE,e99FT891449,Initiative 8,IJ200634,MED
Telephone,Call,Reactive,28-11-2024,Off-Site,TRUE,Initiative 9,Product 3,Product Group 3,Compound 4,KOL,FAS BTX Differentiations,C96D177D,Kevin,e4c16fe94bd74329ba,THERAPY 1,KOL,WCT-410919,14,TRUE,e99FT950569,Initiative 10,IJ269392,MED
Telephone,Mail,Other,12-07-2024,Off-Site,TRUE,Initiative 5,Product 3,Product Group 2,Compound 5,Others,Elite Launch Support,206340B2,Elvin,a5cf223c9f914953ab,THERAPY 1,KOL,WCT-410882,4,FALSE,e99FT434177,Initiative 7,IJ265756,COMM
Telephone,In-Person,Proactive,18-02-2025,Off-Site,TRUE,Initiative 1,Product 3,Product Group 1,Compound 1,Others,Study Support,75F940FB,Chris,14bdb8d2bd224cd1aa,THERAPY 3,KOL,WCT-410127,0,TRUE,e99FT643225,Initiative 9,IJ693331,COMM
Video Conferencing,In-Person,Reactive,20-12-2024,Clinical Program Proactive,FALSE,Initiative 3,Product 2,Product Group 2,Compound 5,KOL,Best Clinical Practices,BF6285BA,Denver,489dc528407645e5bf,THERAPY 3,NON-KOL,WCT-410292,11,FALSE,e99FT473731,Initiative 5,IJ533825,MED
Telephone,Call,Reactive,20-01-2025,Clinical Program Reactive,FALSE,Initiative 8,Product 2,Product Group 2,Compound 2,Others,FAS BTX Differentiations,F3EEB5E0,Mathew,2953473b63884f7daa,THERAPY 3,NON-KOL,WCT-410161,6,TRUE,e99FT786445,Initiative 9,IJ585099,MED
Face to Face,In-Person,Proactive,11-01-2024,Practice-Site,TRUE,Initiative 1,Product 3,Product Group 2,Compound 2,KOL,Study Support,54D20F9F,Shane,753fb2a0a018480db1,THERAPY 2,NON-KOL,WCT-410064,24,TRUE,e99FT360471,Initiative 6,IJ555445,MED
Face to Face,Mail,Proactive,03-06-2023,Practice-Site,FALSE,Initiative 5,Product 3,Product Group 1,Compound 2,KOL,Elite Launch Support,2D06022F,Collin,510f357768fd4a558e,THERAPY 1,NON-KOL,WCT-410573,12,TRUE,e99FT613667,Initiative 12,IJ623812,MED
Digital,Mail,Reactive,23-12-2024,Practice-Site,FALSE,Initiative 3,Product 3,Product Group 3,Compound 1,Others,Best Clinical Practices,3A367163,Dimtri,df1fad6331c24e8f9f,THERAPY 1,Non KOL,WCT-410475,8,TRUE,e99FT500534,Initiative 5,IJ638903,MED
Video Conferencing,Online,Other,05-11-2024,Off-Site,TRUE,Initiative 4,Product 3,Product Group 3,Compound 3,Others,FAS BTX Differentiations,A1EF438A,Dimtri,6b7884e22027461784,THERAPY 2,Non KOL,WCT-410676,18,TRUE,e99FT356500,Initiative 8,IJ485731,MED
Digital,Online,Reactive,05-10-2024,Practice-Site,TRUE,Initiative 8,Product 2,Product Group 2,Compound 1,Others,Elite Launch Support,8BE5DB44,Denver,7da14f7a31ef48008c,THERAPY 1,KOL,WCT-410968,3,FALSE,e99FT424347,Initiative 12,IJ441817,MED
Video Conferencing,In-Person,Other,20-12-2024,Clinical Program Reactive,FALSE,Initiative 6,Product 1,Product Group 3,Compound 1,Others,FAS BTX Differentiations,E8E0612D,Mathew,93715b0fc1e746e79c,THERAPY 1,NON-KOL,WCT-410781,9,FALSE,e99FT664484,Initiative 8,IJ861230,COMM
Digital,Mail,Other,22-09-2024,Clinical Program Reactive,TRUE,Initiative 4,Product 1,Product Group 3,Compound 3,Others,Elite Launch Support,2AF32FE0,Denver,923fd45312d7428f94,THERAPY 3,KOL,WCT-410949,11,FALSE,e99FT883353,Initiative 9,IJ960860,COMM
Telephone,Online,Proactive,01-09-2023,Clinical Program Reactive,FALSE,Initiative 12,Product 1,Product Group 3,Compound 3,KOL,Study Support,27EFCFFF,Paul,b8c626f580cf4aaf8d,THERAPY 3,Non KOL,WCT-410390,15,FALSE,e99FT992810,Initiative 2,IJ740943,COMM
Digital,Call,Other,30-03-2025,Off-Site,TRUE,Initiative 6,Product 1,Product Group 3,Compound 1,KOL,Portfolio Management,96A9B569,Mathew,c5e27c39454c4e3790,THERAPY 3,Non KOL,WCT-410367,0,TRUE,e99FT294024,Initiative 12,IJ260490,COMM
Telephone,Online,Reactive,03-10-2024,Clinical Program Proactive,FALSE,Initiative 7,Product 1,Product Group 1,Compound 2,KOL,Portfolio Management,010902C0,Paul,6a98db8516fb4cb284,THERAPY 3,KOL,WCT-410431,2,FALSE,e99FT900375,Initiative 7,IJ461959,MED
Video Conferencing,In-Person,Other,06-05-2023,Clinical Program Reactive,FALSE,Initiative 7,Product 1,Product Group 2,Compound 3,KOL,Elite Launch Support,9C044ED2,Jorge,0523912ad36a4c5988,THERAPY 2,NON-KOL,WCT-410821,20,FALSE,e99FT679280,Initiative 12,IJ335807,COMM
Video Conferencing,Call,Proactive,06-03-2024,Off-Site,FALSE,Initiative 5,Product 1,Product Group 2,Compound 1,Others,Elite Launch Support,A7905D99,Kren,a835327e3ccb4a0b9e,THERAPY 3,NON-KOL,WCT-410937,23,TRUE,e99FT114979,Initiative 6,IJ540302,COMM
Face to Face,Mail,Proactive,08-09-2024,Practice-Site,TRUE,Initiative 4,Product 2,Product Group 2,Compound 5,KOL,Best Clinical Practices,A8822B17,Robin,252c7ac4e89a4c8bbc,THERAPY 3,NON-KOL,WCT-410394,22,FALSE,e99FT984006,Initiative 9,IJ103579,COMM
Digital,Online,Proactive,12-07-2023,Clinical Program Proactive,TRUE,Initiative 4,Product 3,Product Group 2,Compound 1,Others,FAS BTX Differentiations,67A39EB6,Elvin,845196f0dad44267b6,THERAPY 3,KOL,WCT-410446,9,TRUE,e99FT841570,Initiative 4,IJ787320,MED
Digital,Mail,Other,17-08-2023,Clinical Program Proactive,FALSE,Initiative 3,Product 2,Product Group 3,Compound 5,Others,Elite Launch Support,A0107234,Sanchez,f097d2e6e0df47289c,THERAPY 2,Non KOL,WCT-410164,24,FALSE,e99FT277609,Initiative 9,IJ823865,MED
Face to Face,Mail,Reactive,10-03-2025,Off-Site,FALSE,Initiative 12,Product 2,Product Group 2,Compound 3,Others,Best Clinical Practices,4C2ED868,Gloria,1b1267d19ccb46dab9,THERAPY 3,NON-KOL,WCT-410731,5,FALSE,e99FT567307,Initiative 1,IJ184100,COMM
Video Conferencing,Call,Other,09-08-2023,Practice-Site,TRUE,Initiative 4,Product 1,Product Group 3,Compound 3,KOL,Study Support,1E712CCE,Elvin,39e582f741164359bf,THERAPY 1,KOL,WCT-410377,0,FALSE,e99FT387088,Initiative 1,IJ766153,MED
Face to Face,Call,Other,29-11-2024,Clinical Program Proactive,FALSE,Initiative 6,Product 1,Product Group 3,Compound 5,Others,Study Support,1E1667F4,Glen,67efd9aa4765454980,THERAPY 3,Non KOL,WCT-410756,25,FALSE,e99FT944655,Initiative 1,IJ443185,MED
Video Conferencing,Online,Proactive,08-09-2023,Practice-Site,FALSE,Initiative 7,Product 3,Product Group 1,Compound 3,KOL,Study Support,9F8C3F1C,Merry,26f550b78bbb4a19af,THERAPY 2,Non KOL,WCT-410628,20,FALSE,e99FT591185,Initiative 12,IJ955843,MED
Video Conferencing,Call,Proactive,04-10-2024,Practice-Site,FALSE,Initiative 4,Product 2,Product Group 1,Compound 4,Others,FAS BTX Differentiations,5AA625AE,Bella,19064a3728a747fb8a,THERAPY 2,NON-KOL,WCT-410574,0,TRUE,e99FT540279,Initiative 9,IJ835719,MED
Telephone,Online,Proactive,16-10-2024,Practice-Site,FALSE,Initiative 5,Product 3,Product Group 1,Compound 5,KOL,Elite Launch Support,765C8EE4,Chris,af2ef11c98e04d758f,THERAPY 1,KOL,WCT-410734,19,TRUE,e99FT909255,Initiative 4,IJ781238,COMM
Video Conferencing,Call,Proactive,14-11-2023,Off-Site,FALSE,Initiative 11,Product 3,Product Group 2,Compound 4,Others,Portfolio Management,D3A9C779,Glen,dfcf465b1271429cb1,THERAPY 1,Non KOL,WCT-410314,15,TRUE,e99FT124540,Initiative 4,IJ628084,MED
Telephone,Call,Proactive,08-07-2024,Off-Site,FALSE,Initiative 6,Product 2,Product Group 3,Compound 2,KOL,Best Clinical Practices,DF39B725,Chris,9ec22bca640840d7ab,THERAPY 2,KOL,WCT-410435,9,TRUE,e99FT853207,Initiative 5,IJ619399,COMM
Video Conferencing,In-Person,Other,01-09-2023,Clinical Program Proactive,TRUE,Initiative 6,Product 3,Product Group 3,Compound 5,KOL,Elite Launch Support,7E045A7E,Kren,b9b5d74b61f44ef186,THERAPY 2,NON-KOL,WCT-410519,10,FALSE,e99FT713474,Initiative 5,IJ497583,MED
Digital,Call,Proactive,10-07-2023,Clinical Program Reactive,TRUE,Initiative 5,Product 3,Product Group 1,Compound 3,KOL,Elite Launch Support,4F8EF174,Alyssa,8f8c76b847694240b3,THERAPY 1,Non KOL,WCT-410418,6,TRUE,e99FT808894,Initiative 9,IJ181597,COMM
Digital,In-Person,Proactive,19-08-2024,Practice-Site,FALSE,Initiative 3,Product 3,Product Group 3,Compound 3,KOL,Elite Launch Support,99B5AB24,Shane,e9bc2e0be56149cbbf,THERAPY 1,Non KOL,WCT-410068,16,TRUE,e99FT369156,Initiative 9,IJ505431,COMM
Video Conferencing,In-Person,Other,14-08-2024,Clinical Program Proactive,FALSE,Initiative 2,Product 1,Product Group 2,Compound 5,Others,Elite Launch Support,40400038,Jorge,589e76fdc7e44c88b3,THERAPY 3,NON-KOL,WCT-410546,8,FALSE,e99FT877313,Initiative 7,IJ925188,COMM
Face to Face,Mail,Proactive,28-03-2025,Practice-Site,FALSE,Initiative 8,Product 1,Product Group 3,Compound 2,Others,Study Support,C3684480,Dimtri,ec9a52a252b3425db0,THERAPY 3,KOL,WCT-410369,25,FALSE,e99FT824459,Initiative 11,IJ492200,COMM
Face to Face,Mail,Reactive,10-08-2024,Off-Site,FALSE,Initiative 3,Product 2,Product Group 1,Compound 3,KOL,Elite Launch Support,6377C575,Chris,ae10d751577646e1b4,THERAPY 2,NON-KOL,WCT-410758,13,FALSE,e99FT925116,Initiative 6,IJ553113,COMM
Video Conferencing,In-Person,Other,04-09-2024,Practice-Site,FALSE,Initiative 7,Product 1,Product Group 1,Compound 4,Others,Elite Launch Support,DD4B07AC,Daniella,5f96e080c7ec441095,THERAPY 3,Non KOL,WCT-410098,5,FALSE,e99FT317318,Initiative 5,IJ431655,MED
Face to Face,Mail,Reactive,14-12-2024,Clinical Program Proactive,FALSE,Initiative 5,Product 3,Product Group 3,Compound 5,Others,FAS BTX Differentiations,C4301A06,Merry,a279419e3a774e4193,THERAPY 2,NON-KOL,WCT-410458,23,FALSE,e99FT808359,Initiative 11,IJ212966,MED
Video Conferencing,Call,Other,28-12-2023,Practice-Site,FALSE,Initiative 2,Product 1,Product Group 3,Compound 2,Others,Study Support,74377E6B,Paul,d55ede0f47ea4dfbb3,THERAPY 2,NON-KOL,WCT-410316,6,FALSE,e99FT526349,Initiative 11,IJ457246,COMM
Telephone,Call,Proactive,19-11-2024,Clinical Program Proactive,TRUE,Initiative 3,Product 2,Product Group 1,Compound 1,KOL,Study Support,D0D8B5EF,Merry,2148e64d9bad40ce91,THERAPY 2,KOL,WCT-410205,22,TRUE,e99FT908233,Initiative 9,IJ824761,COMM
Face to Face,Call,Proactive,30-10-2023,Clinical Program Reactive,FALSE,Initiative 3,Product 1,Product Group 2,Compound 5,KOL,Best Clinical Practices,DCA26A55,Meilena,efd61a2a8194498e8e,THERAPY 1,NON-KOL,WCT-410118,4,TRUE,e99FT300066,Initiative 12,IJ245940,MED
Face to Face,In-Person,Proactive,02-04-2025,Off-Site,TRUE,Initiative 2,Product 3,Product Group 2,Compound 5,KOL,FAS BTX Differentiations,8969E05A,Chris,c145031c844b440fa5,THERAPY 3,KOL,WCT-410063,17,TRUE,e99FT821501,Initiative 8,IJ945988,MED
Video Conferencing,Mail,Reactive,29-03-2024,Clinical Program Reactive,TRUE,Initiative 12,Product 3,Product Group 1,Compound 2,KOL,Study Support,3D32EB6A,Kevin,c49e0f4d07d74a4e9a,THERAPY 2,NON-KOL,WCT-410175,11,FALSE,e99FT461841,Initiative 1,IJ357472,COMM
Telephone,Call,Other,10-04-2023,Clinical Program Proactive,FALSE,Initiative 8,Product 1,Product Group 3,Compound 4,Others,FAS BTX Differentiations,A2539B0B,Kren,a74a0888e49c4c1eaf,THERAPY 1,Non KOL,WCT-410606,1,TRUE,e99FT438229,Initiative 7,IJ884726,MED
Face to Face,In-Person,Proactive,21-07-2023,Clinical Program Proactive,TRUE,Initiative 11,Product 1,Product Group 2,Compound 3,Others,FAS BTX Differentiations,2330A698,Meilena,29d3f42a8187433685,THERAPY 1,Non KOL,WCT-410920,19,FALSE,e99FT423982,Initiative 9,IJ101653,MED
Digital,Call,Proactive,03-03-2024,Off-Site,TRUE,Initiative 6,Product 2,Product Group 3,Compound 4,Others,Best Clinical Practices,624B975D,Edward,308286a657c548d992,THERAPY 3,KOL,WCT-410779,1,TRUE,e99FT544153,Initiative 7,IJ830445,MED
Telephone,In-Person,Other,17-04-2024,Clinical Program Reactive,FALSE,Initiative 10,Product 3,Product Group 1,Compound 1,KOL,FAS BTX Differentiations,27431875,Shane,3b9a6d74478f4d63b8,THERAPY 3,NON-KOL,WCT-410855,4,FALSE,e99FT882082,Initiative 11,IJ185642,MED
Telephone,Call,Proactive,12-01-2024,Off-Site,FALSE,Initiative 8,Product 3,Product Group 3,Compound 5,Others,Best Clinical Practices,B3717D32,Sanchez,7fd13764f7fe4e689b,THERAPY 3,KOL,WCT-410800,5,TRUE,e99FT581784,Initiative 4,IJ104684,MED
Digital,Online,Other,29-03-2025,Clinical Program Reactive,FALSE,Initiative 8,Product 2,Product Group 1,Compound 3,Others,Elite Launch Support,DF05711D,Steve,55c35935adb24e4db0,THERAPY 2,KOL,WCT-410781,1,TRUE,e99FT189966,Initiative 8,IJ508557,COMM
Face to Face,Online,Proactive,20-02-2024,Practice-Site,TRUE,Initiative 3,Product 1,Product Group 1,Compound 1,Others,Elite Launch Support,DA4AFA49,Denver,9818d8f6ff564db491,THERAPY 2,NON-KOL,WCT-410953,12,TRUE,e99FT243726,Initiative 7,IJ220128,MED
Video Conferencing,Online,Proactive,09-03-2025,Off-Site,FALSE,Initiative 1,Product 1,Product Group 1,Compound 5,KOL,Elite Launch Support,B8E6EAF8,Harry,0d6ae12451de445ca0,THERAPY 1,NON-KOL,WCT-410221,1,FALSE,e99FT779719,Initiative 10,IJ819537,COMM
Face to Face,Online,Reactive,28-01-2024,Practice-Site,FALSE,Initiative 12,Product 2,Product Group 3,Compound 3,Others,FAS BTX Differentiations,0BE022C4,Merry,21bad7ae68ff4c3795,THERAPY 2,KOL,WCT-410645,14,TRUE,e99FT820467,Initiative 7,IJ222647,COMM
Video Conferencing,Call,Other,10-07-2023,Clinical Program Reactive,TRUE,Initiative 10,Product 2,Product Group 2,Compound 4,Others,Best Clinical Practices,B722B313,Harry,390fba124aed434e85,THERAPY 2,KOL,WCT-410272,6,TRUE,e99FT204495,Initiative 5,IJ277794,MED
Telephone,Call,Proactive,24-01-2025,Clinical Program Proactive,TRUE,Initiative 6,Product 2,Product Group 2,Compound 3,KOL,Elite Launch Support,1A03AA3D,Gloria,ff15a651f301416785,THERAPY 1,KOL,WCT-410382,15,TRUE,e99FT147604,Initiative 2,IJ881491,MED
Telephone,Mail,Other,14-06-2024,Clinical Program Proactive,FALSE,Initiative 2,Product 1,Product Group 2,Compound 1,KOL,Study Support,D283CADB,Gloria,4a96e90d69cb4965bc,THERAPY 1,Non KOL,WCT-410705,8,FALSE,e99FT888836,Initiative 1,IJ924002,COMM
Telephone,Call,Proactive,12-07-2024,Clinical Program Reactive,FALSE,Initiative 12,Product 1,Product Group 1,Compound 3,KOL,Elite Launch Support,069CEB9A,Dimtri,906afb5bc032490894,THERAPY 3,NON-KOL,WCT-410283,0,TRUE,e99FT987197,Initiative 7,IJ191543,MED
Video Conferencing,In-Person,Proactive,22-10-2024,Clinical Program Reactive,FALSE,Initiative 12,Product 1,Product Group 1,Compound 2,Others,Elite Launch Support,84201FE7,Paul,6fccb2d789204667b0,THERAPY 2,Non KOL,WCT-410221,2,FALSE,e99FT954362,Initiative 11,IJ804501,COMM
Telephone,Online,Other,18-09-2024,Off-Site,FALSE,Initiative 7,Product 3,Product Group 2,Compound 4,Others,Portfolio Management,B86A7F82,Chris,76ab5d43b8f54afda0,THERAPY 2,Non KOL,WCT-410960,25,TRUE,e99FT528188,Initiative 4,IJ567551,MED
Telephone,Online,Proactive,09-06-2024,Practice-Site,TRUE,Initiative 2,Product 2,Product Group 1,Compound 5,KOL,FAS BTX Differentiations,12446405,Paul,ca0f246386d24a5999,THERAPY 3,Non KOL,WCT-410477,20,TRUE,e99FT371269,Initiative 4,IJ881792,COMM
Face to Face,Online,Proactive,05-10-2023,Practice-Site,TRUE,Initiative 11,Product 2,Product Group 1,Compound 5,Others,Portfolio Management,9E6313C7,Collin,3a14f0d0798442cca3,THERAPY 2,Non KOL,WCT-410418,4,FALSE,e99FT817898,Initiative 12,IJ913356,COMM
Video Conferencing,In-Person,Reactive,29-01-2025,Clinical Program Reactive,TRUE,Initiative 7,Product 1,Product Group 2,Compound 1,KOL,Study Support,218EBCD5,Alyssa,f226b03367ad44bc89,THERAPY 1,Non KOL,WCT-410612,21,FALSE,e99FT534824,Initiative 4,IJ676747,COMM
